1,2,2,1,0,0,2,1,1,0,0,0,0,30,9,0,0,0
1,1,2,0,2,0,0,0,0,0,0,0,11,0,8,9,8,9
1,2,1,1,2,1,2,0,2,0,0,0,0,0,0,0,10,0
1,1,0,1,2,0,0,0,2,0,0,10,0,0,10,9,8,0
1,2,1,2,1,0,0,0,0,0,0,0,0,0,10,9,8,10
1,2,2,0,0,1,0,1,0,0,0,0,10,9,0,20,0,9
1,2,0,2,0,1,0,1,2,0,0,10,0,10,0,10,0,0
1,2,2,0,2,1,0,1,1,0,0,0,8,0,0,140,0,0
0,1,0,2,0,1,2,0,0,9,0,8,0,11,0,0,10,10
1,2,0,1,2,0,0,0,1,0,0,9,0,0,16,40,150,0
1,1,2,0,0,2,0,0,0,0,0,0,10,9,0,15,10,10
1,2,0,0,2,1,0,0,1,0,0,90,7,0,0,39,100,0
1,0,0,0,0,2,1,0,0,0,25,7,141,27,0,0,19,53
1,2,1,1,0,1,2,0,2,0,0,0,0,10,0,0,40,0
1,2,0,1,0,2,0,0,0,0,0,11,0,14,0,11,9,10
1,1,2,0,1,0,2,0,2,0,0,0,2,0,15,0,14,0
1,1,0,1,2,2,0,2,0,0,0,10,0,0,0,10,0,10
1,2,0,1,1,0,0,2,2,0,0,12,0,0,12,16,0,0
1,0,0,0,1,2,0,0,0,0,26,88,5,0,0,57,18,166
1,2,1,0,0,0,0,2,0,0,0,0,10,12,10,11,0,7
1,2,0,2,0,1,0,0,0,0,0,10,0,11,0,10,11,12
2,1,0,0,1,1,2,0,2,0,0,6,13,0,0,0,16,0
1,2,2,1,0,0,2,1,0,0,0,0,0,10,10,0,0,11
1,1,2,1,0,1,0,2,2,0,0,0,0,9,0,20,0,0
0,1,0,2,1,2,0,0,0,15,0,16,0,0,0,13,14,11
1,1,0,0,1,2,0,2,0,0,0,20,10,0,0,18,0,30
1,2,0,0,2,0,1,0,1,0,0,10,9,0,8,0,50,0
0,1,0,0,0,0,0,0,0,51,0,437,265,3798,6,105,23,511
1,1,2,0,2,1,1,0,2,0,0,0,10,0,0,0,0,0
2,1,2,1,0,0,0,0,0,0,0,0,0,13,11,10,10,13
1,2,0,0,2,1,0,1,0,0,0,27,7,0,0,79,0,7
1,1,0,0,0,2,0,2,0,0,0,10,10,10,0,11,0,10
2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,10,10,10
1,2,1,2,0,0,0,1,2,0,0,0,0,11,10,12,0,0
1,2,2,1,0,0,2,0,1,0,0,0,0,13,9,0,13,0
2,1,2,1,1,0,2,0,0,0,0,0,0,0,12,0,13,14
1,2,0,1,0,1,2,0,0,0,0,30,0,50,0,0,10,9
1,2,2,0,0,1,2,0,1,0,0,0,11,14,0,0,10,0
1,0,0,0,2,1,0,2,0,0,11,10,9,0,0,11,0,8
1,1,2,0,2,1,0,2,0,0,0,0,9,0,0,11,0,8
1,2,2,1,1,0,2,1,2,0,0,0,0,0,58,0,0,0
1,2,1,2,1,1,0,2,0,0,0,0,0,0,0,6,0,8
1,1,0,0,2,2,0,1,0,0,0,50,30,0,0,39,0,19
1,2,2,0,1,1,0,1,2,0,0,0,10,0,0,8,0,0
0,1,0,0,2,0,0,0,0,9,0,10,11,0,11,10,8,9
1,2,1,1,0,0,2,1,2,0,0,0,0,10,10,0,0,0
1,1,2,0,0,1,2,2,0,0,0,0,7,11,0,0,0,12
1,2,0,1,1,2,0,0,0,0,0,30,0,0,0,10,8,10
0,2,0,0,1,0,0,0,0,51,0,95,58,0,65,43,14,60
1,2,0,0,2,1,2,1,1,0,0,310,7,0,0,0,0,0
1,2,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0
1,2,1,1,1,0,2,0,2,0,0,0,0,0,10,0,40,0
1,2,1,0,0,0,2,0,0,0,0,0,11,8,9,0,10,11
1,2,1,0,1,0,2,0,0,0,0,0,7,0,10,0,20,10
2,1,0,2,1,0,0,0,0,0,0,12,0,0,10,17,22,13
1,1,2,0,2,0,1,1,2,0,0,0,10,0,100,0,0,0
1,1,2,1,2,0,0,0,0,0,0,0,0,0,33,310,116,89
1,2,0,1,0,1,0,2,2,0,0,9,0,12,0,10,0,0
1,2,1,1,0,0,2,2,1,0,0,0,0,80,6,0,0,0
1,2,0,0,1,0,2,0,0,0,0,8,19,0,18,0,12,33
1,1,2,0,2,1,0,0,2,0,0,0,11,0,0,10,10,0
1,2,1,1,2,0,2,1,2,0,0,0,0,0,10,0,0,0
1,2,2,1,0,1,0,0,0,0,0,0,0,29,0,18,10,10
1,2,0,1,0,2,2,1,0,0,0,10,0,10,0,0,0,10
1,2,1,2,0,1,0,2,0,0,0,0,0,10,0,9,0,10
1,1,2,1,2,1,0,2,0,0,0,0,0,0,0,230,0,8
0,1,0,2,1,0,0,0,0,7,0,6,0,0,6,26,82,18
2,1,0,0,1,1,2,2,0,0,0,5,20,0,0,0,0,9
1,2,0,1,1,2,2,1,0,0,0,5,0,0,0,0,0,10
1,1,2,0,1,2,2,0,0,0,0,0,9,0,0,0,12,23
1,0,0,0,2,1,0,0,2,0,14,9,9,0,0,11,10,0
1,1,2,1,2,1,0,0,2,0,0,0,0,0,0,160,6,0
1,0,2,0,2,1,1,0,2,0,10,0,11,0,0,0,10,0
1,1,2,1,1,2,0,2,0,0,0,0,0,0,0,7,0,60
1,2,2,0,2,1,1,1,0,0,0,0,1,0,0,0,0,3
1,0,0,1,0,2,0,0,0,0,8,48,0,9,0,46,44,54
1,2,1,2,0,1,1,0,2,0,0,0,0,10,0,0,8,0
1,1,2,0,2,1,0,1,2,0,0,0,10,0,0,320,0,0
1,1,2,1,0,2,2,0,0,0,0,0,0,9,0,0,9,9
2,1,0,2,1,1,0,2,0,0,0,8,0,0,0,12,0,7
1,1,0,0,2,1,0,0,2,0,0,85,8,0,0,49,9,0
2,1,2,1,0,1,2,1,2,0,0,0,0,12,0,0,0,0
1,2,0,2,2,1,0,1,1,0,0,6,0,0,0,8,0,0
1,2,0,2,0,1,0,0,1,0,0,8,0,7,0,9,10,0
1,1,2,0,0,0,2,0,0,0,0,0,9,15,11,0,10,10
0,1,0,2,0,1,0,2,0,10,0,10,0,10,0,11,0,10
1,0,2,1,2,0,0,1,2,0,10,0,0,0,12,11,0,0
2,1,0,1,1,2,0,0,2,0,0,20,0,0,0,11,20,0
1,2,1,0,1,1,2,2,0,0,0,0,7,0,0,0,0,30
1,2,1,2,0,2,0,1,0,0,0,0,0,12,0,10,0,9
1,2,0,0,2,0,2,1,1,0,0,12,10,0,10,0,0,0
1,2,2,1,1,2,0,1,0,0,0,0,0,0,0,6,0,80
1,2,2,0,0,0,0,0,1,0,0,0,10,14,17,12,14,0
1,1,2,0,2,0,1,0,2,0,0,0,13,0,10,0,8,0
1,2,0,2,1,0,0,0,0,0,0,12,0,0,14,18,14,26
1,1,2,1,0,0,0,2,0,0,0,0,0,10,10,20,0,18
1,2,2,0,0,1,1,0,2,0,0,0,12,10,0,0,10,0
1,2,1,1,1,0,2,2,0,0,0,0,0,0,7,0,0,50
1,0,2,0,2,0,0,0,1,0,10,0,9,0,11,10,10,0
1,2,1,1,2,0,0,0,2,0,0,0,0,0,9,11,11,0
1,2,1,0,1,0,2,2,0,0,0,0,8,0,7,0,0,18
1,2,0,1,0,2,0,0,1,0,0,10,0,9,0,8,20,0
1,1,2,1,1,0,0,2,2,0,0,0,0,0,140,20,0,0
1,0,2,1,1,2,0,2,0,0,15,0,0,0,0,13,0,17
1,2,2,0,1,2,0,1,0,0,0,0,7,0,0,8,0,13
1,2,0,1,0,1,2,0,2,0,0,10,0,12,0,0,10,0
2,1,0,0,0,2,0,1,0,0,0,9,9,14,0,11,0,10
1,1,2,1,0,2,0,0,0,0,0,0,0,49,0,50,19,30
1,2,2,0,0,0,1,0,1,0,0,0,9,26,7,0,19,0
2,1,0,1,1,0,0,0,2,0,0,10,0,0,10,10,10,0
0,1,0,2,1,0,0,0,2,21,0,16,0,0,14,20,19,0
1,2,0,1,2,1,0,0,0,0,0,9,0,0,0,110,140,20
2,1,0,0,2,1,2,1,0,0,0,10,9,0,0,0,0,10
1,2,0,2,1,1,0,1,2,0,0,10,0,0,0,10,0,0
1,2,2,1,0,1,2,1,0,0,0,0,0,30,0,0,0,8
1,0,0,1,1,2,0,0,2,0,10,110,0,0,0,10,7,0
1,1,0,0,2,2,1,0,0,0,0,8,80,0,0,0,9,10
1,1,2,1,0,1,2,0,2,0,0,0,0,10,0,0,60,0
1,2,2,1,2,0,0,0,1,0,0,0,0,0,5,11,10,0
1,2,0,0,0,0,0,2,1,0,0,10,9,12,10,10,0,0
1,2,0,0,2,1,2,0,1,0,0,11,8,0,0,0,11,0
2,1,0,0,1,0,0,0,0,0,0,9,44,0,6,151,17,17
1,1,2,0,1,0,0,2,0,0,0,0,9,0,20,10,0,60
1,2,0,0,0,2,1,0,0,0,0,11,11,15,0,0,9,10
1,2,2,0,0,1,0,1,2,0,0,0,13,10,0,11,0,0
1,1,2,0,2,2,0,1,0,0,0,0,10,0,0,9,0,8
2,1,0,0,0,0,0,1,0,0,0,9,26,68,26,10,0,9
1,2,2,1,2,0,0,1,1,0,0,0,0,0,6,150,0,0
1,2,2,0,0,0,0,1,1,0,0,0,7,19,9,30,0,0
1,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,51
2,1,2,1,0,2,0,1,0,0,0,0,0,11,0,8,0,11
1,1,2,1,0,0,0,0,2,0,0,0,0,19,20,10,29,0
1,0,2,0,1,1,2,0,2,0,14,0,14,0,0,0,13,0
1,1,0,0,2,1,0,2,0,0,0,90,9,0,0,59,0,9
1,1,0,0,2,0,0,2,0,0,0,11,8,0,8,13,0,16
1,0,2,0,0,1,2,0,0,0,9,0,9,12,0,0,10,9
2,1,0,0,0,0,0,1,2,0,0,10,10,12,10,10,0,0
1,2,0,0,2,1,2,1,0,0,0,11,9,0,0,0,0,11
1,2,0,0,1,2,1,2,0,0,0,14,12,0,0,0,0,13
1,2,0,1,2,1,2,1,2,0,0,10,0,0,0,0,0,0
1,0,0,0,0,1,0,0,2,0,9,9,20,9,0,47,7,0
0,1,0,2,0,0,0,1,0,30,0,28,0,10,9,10,0,9
1,2,0,1,0,1,2,2,0,0,0,10,0,14,0,0,0,10
1,2,2,0,0,0,2,1,1,0,0,0,10,13,8,0,0,0
2,1,2,1,0,1,0,2,0,0,0,0,0,12,0,10,0,10
1,0,2,0,1,0,0,0,2,0,10,0,7,0,13,8,10,0
1,2,2,0,1,1,1,0,2,0,0,0,10,0,0,0,4,0
1,1,0,0,2,0,0,1,2,0,0,150,7,0,10,19,0,0
1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,12,11,9
1,2,0,2,1,1,0,2,0,0,0,21,0,0,0,17,0,16
1,1,2,1,0,0,2,0,2,0,0,0,0,9,9,0,10,0
1,1,2,0,0,1,2,0,0,0,0,0,9,180,0,0,10,29
1,2,1,0,2,0,2,1,0,0,0,0,10,0,10,0,0,12
1,1,2,0,0,0,2,1,0,0,0,0,9,190,10,0,0,10
1,0,2,0,2,0,1,0,1,0,9,0,8,0,8,0,19,0
1,2,1,2,2,0,1,0,0,0,0,0,0,0,10,0,10,8
1,2,1,1,2,0,2,0,1,0,0,0,0,0,10,0,190,0
1,2,0,1,1,0,2,0,0,0,0,10,0,0,9,0,9,9
1,1,2,0,2,2,1,1,0,0,0,0,50,0,0,0,0,70
1,2,2,2,0,1,0,1,0,0,0,0,0,12,0,10,0,10
1,2,2,1,1,0,0,2,0,0,0,0,0,0,15,18,0,17
1,2,0,1,0,0,0,2,1,0,0,18,0,40,65,29,0,0
2,1,0,0,1,2,0,0,0,0,0,27,29,0,0,16,19,20
1,2,1,2,0,1,2,1,2,0,0,0,0,10,0,0,0,0
1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,13,12,14
1,0,2,0,0,0,0,0,0,0,17,0,25,21,8,15,14,35
1,1,2,0,0,0,2,1,2,0,0,0,9,13,9,0,0,0
0,1,0,0,1,0,2,2,0,10,0,11,7,0,13,0,0,14
2,1,0,1,2,1,0,0,0,0,0,240,0,0,0,89,89,60
1,2,2,0,1,0,1,0,0,0,0,0,8,0,27,0,8,20
2,1,2,1,0,1,0,0,0,0,0,0,0,10,0,10,10,10
1,2,0,2,0,1,2,0,1,0,0,11,0,13,0,0,17,0
1,1,2,1,0,2,2,1,0,0,0,0,0,70,0,0,0,10
1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,160,10
1,2,0,2,0,0,0,0,1,0,0,9,0,12,10,12,10,0
1,2,2,1,2,1,0,0,1,0,0,0,0,0,0,120,100,0
1,2,2,2,2,1,0,1,1,0,0,0,0,0,0,26,0,0
1,2,1,0,1,0,0,2,0,0,0,0,10,0,9,30,0,19
1,0,2,0,2,1,0,1,2,0,10,0,10,0,0,10,0,0
1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,7,0,10
1,2,2,0,2,1,0,0,1,0,0,0,7,0,0,10,10,0
1,2,1,1,2,0,2,0,0,0,0,0,0,0,10,0,10,10
1,2,2,0,2,0,0,1,1,0,0,0,9,0,12,17,0,0
1,0,2,1,1,2,0,0,0,0,8,0,0,0,0,10,8,100
1,1,2,1,0,0,2,0,0,0,0,0,0,10,30,0,29,30
1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,6,70
1,2,1,2,1,0,2,0,0,0,0,0,0,0,11,0,12,13
1,1,2,0,1,0,0,0,2,0,0,0,19,0,10,30,70,0
1,1,0,1,2,2,0,0,0,0,0,29,0,0,0,27,8,29
1,2,0,0,2,0,1,0,0,0,0,9,16,0,9,0,14,8
1,1,2,0,2,0,0,0,1,0,0,0,80,0,20,550,29,0
1,2,0,0,1,1,2,0,2,0,0,8,19,0,0,0,14,0
1,2,2,1,0,1,2,1,2,0,0,0,0,16,0,0,0,0
1,2,0,2,2,1,0,1,0,0,0,11,0,0,0,10,0,10
1,1,2,0,2,0,0,1,2,0,0,0,10,0,10,10,0,0
1,0,0,0,0,2,0,1,0,0,15,47,48,230,0,9,0,19
0,1,0,0,1,0,0,2,0,17,0,9,20,0,8,18,0,20
2,1,0,1,0,2,0,0,0,0,0,11,0,12,0,10,12,11
0,1,0,2,1,1,2,0,0,50,0,10,0,0,0,0,38,7
2,1,0,1,2,0,0,0,0,0,0,10,0,0,9,10,10,10
1,2,0,1,0,2,0,1,2,0,0,10,0,9,0,12,0,0
1,2,2,0,0,2,1,1,0,0,0,0,11,9,0,0,0,11
1,2,1,2,0,0,2,1,0,0,0,0,0,12,10,0,0,13
2,1,0,1,0,0,0,0,2,0,0,7,0,11,10,9,9,0
1,1,2,1,2,0,0,1,2,0,0,0,0,0,230,20,0,0
0,0,0,0,1,0,0,0,0,149,76,71,20,0,133,97,45,148
1,1,0,0,2,1,0,2,2,0,0,11,5,0,0,12,0,0
1,2,2,1,0,0,0,2,1,0,0,0,0,10,11,13,0,0
1,2,0,1,2,0,2,1,1,0,0,160,0,0,10,0,0,0
1,1,2,0,1,1,2,2,0,0,0,0,9,0,0,0,0,70
1,2,0,1,0,0,2,1,2,0,0,10,0,11,10,0,0,0
1,2,2,0,2,1,1,1,2,0,0,0,21,0,0,0,0,0
1,2,2,1,2,2,0,1,1,0,0,0,0,0,0,19,0,0
1,0,2,0,0,2,1,0,0,0,8,0,14,11,0,0,9,10
1,0,2,0,0,0,1,0,2,0,8,0,10,10,10,0,10,0
2,1,0,0,1,0,0,2,0,0,0,14,19,0,11,17,0,10
1,2,2,2,1,1,0,1,2,0,0,0,0,0,0,10,0,0
1,2,2,0,0,0,1,1,0,0,0,0,10,9,9,0,0,9
1,0,2,0,1,2,0,1,0,0,10,0,8,0,0,8,0,100
1,1,2,0,1,0,0,2,2,0,0,0,7,0,9,9,0,0
1,2,1,2,0,1,0,0,2,0,0,0,0,12,0,10,10,0
1,2,0,1,2,0,2,0,1,0,0,9,0,0,8,0,9,0
1,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,42
1,2,0,0,0,0,1,0,2,0,0,10,12,13,10,0,14,0
1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,0,10,0
1,2,1,0,2,0,1,0,2,0,0,0,12,0,7,0,10,0
1,2,1,0,0,0,2,1,2,0,0,0,10,10,10,0,0,0
1,1,2,1,0,0,0,2,2,0,0,0,0,10,11,12,0,0
1,0,2,0,1,1,0,2,2,0,5,0,14,0,0,12,0,0
1,2,0,1,2,1,2,1,0,0,0,240,0,0,0,0,0,10
1,2,0,1,0,0,0,1,2,0,0,10,0,10,10,10,0,0
1,2,1,1,0,0,2,0,0,0,0,0,0,20,10,0,9,20
1,0,2,0,1,0,1,0,2,0,19,0,10,0,50,0,20,0
1,2,2,1,0,0,0,0,1,0,0,0,0,57,10,10,29,0
1,1,2,0,0,1,2,0,2,0,0,0,9,10,0,0,10,0
1,0,2,0,1,0,0,1,2,0,19,0,9,0,120,8,0,0
1,0,0,0,2,0,0,0,0,0,9,13,7,0,13,14,12,8
1,2,0,0,0,1,0,0,0,0,0,18,10,58,0,10,37,19
2,1,0,0,1,0,0,0,2,0,0,15,19,0,20,15,29,0
1,2,2,0,1,1,0,0,0,0,0,0,8,0,0,8,8,10
1,2,2,0,1,0,1,2,0,0,0,0,14,0,18,0,0,21
1,1,2,0,0,2,0,1,0,0,0,0,20,90,0,10,0,40
1,2,0,0,2,2,1,1,0,0,0,12,16,0,0,0,0,12
1,0,2,0,1,2,1,0,0,0,9,0,8,0,0,0,9,130
1,0,2,1,0,1,0,0,2,0,8,0,0,10,0,9,9,0
2,1,0,0,1,0,2,0,0,0,0,9,16,0,15,0,38,6
1,2,2,1,1,0,0,1,2,0,0,0,0,0,30,5,0,0
1,2,0,0,0,0,2,0,1,0,0,11,12,14,12,0,12,0
1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,10,10,14
1,2,2,0,2,0,1,1,0,0,0,0,12,0,12,0,0,13
