1,0,2,0,2,2,1,1,0,0,8,0,10,0,0,0,0,10
1,0,2,0,0,1,2,1,0,0,19,0,9,60,0,0,0,9
0,1,0,0,0,1,2,0,0,20,0,29,19,9,0,0,69,19
1,0,2,0,0,0,0,0,1,0,7,0,19,340,8,17,8,0
1,0,2,1,0,2,0,0,0,0,10,0,0,8,0,11,8,10
1,0,2,1,0,0,0,0,0,0,40,0,0,34,76,352,27,16
1,2,1,2,0,2,1,0,0,0,0,0,0,12,0,0,9,11
1,2,0,0,2,1,0,1,2,0,0,10,10,0,0,10,0,0
1,2,0,0,0,0,1,0,0,0,0,6,100,92,16,0,17,11
1,2,0,0,0,1,2,1,0,0,0,10,9,10,0,0,0,10
1,2,0,1,1,2,2,1,2,0,0,10,0,0,0,0,0,0
1,2,1,2,0,2,1,2,1,0,0,0,0,13,0,0,0,0
0,1,0,2,2,0,0,1,0,10,0,9,0,0,9,10,0,10
2,1,2,1,1,0,0,0,2,0,0,0,0,0,20,10,15,0
1,2,2,1,0,2,0,1,1,0,0,0,0,9,0,10,0,0
1,2,2,0,0,0,0,1,0,0,0,0,12,11,12,10,0,14
1,2,2,2,0,1,0,0,1,0,0,0,0,11,0,12,12,0
1,2,1,1,0,1,2,2,0,0,0,0,0,10,0,0,0,80
1,2,2,1,0,0,0,1,2,0,0,0,0,7,11,10,0,0
1,2,0,1,1,0,2,0,2,0,0,7,0,0,19,0,17,0
2,1,0,0,2,1,0,0,0,0,0,9,8,0,0,9,9,10
1,2,0,0,0,2,0,1,0,0,0,12,10,9,0,14,0,10
1,1,2,0,2,0,0,1,0,0,0,0,120,0,130,70,0,90
0,1,0,1,2,0,0,0,2,10,0,10,0,0,10,10,9,0
1,1,2,0,0,1,0,0,2,0,0,0,9,20,0,20,10,0
1,2,2,0,0,0,1,1,2,0,0,0,11,9,11,0,0,0
1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,27
1,2,0,0,1,1,2,1,2,0,0,7,10,0,0,0,0,0
1,0,0,0,2,1,0,1,2,0,10,30,10,0,0,9,0,0
1,2,2,1,0,1,2,2,1,0,0,0,0,14,0,0,0,0
1,0,2,1,1,0,0,2,0,0,7,0,0,0,9,19,0,8
2,1,0,0,0,1,2,1,0,0,0,9,10,20,0,0,0,10
2,0,0,0,1,0,0,0,0,0,54,27,89,0,42,55,42,25
1,2,0,1,1,0,2,2,0,0,0,9,0,0,19,0,0,12
1,1,0,1,2,2,0,1,2,0,0,40,0,0,0,7,0,0
1,2,0,1,2,0,2,1,0,0,0,10,0,0,10,0,0,10
1,1,0,0,2,0,0,0,2,0,0,15,10,0,11,10,8,0
1,2,2,0,1,2,1,1,0,0,0,0,10,0,0,0,0,90
1,1,2,0,1,2,0,2,0,0,0,0,9,0,0,10,0,15
2,1,2,1,0,1,2,0,0,0,0,0,0,12,0,0,10,11
1,2,0,0,1,2,0,1,0,0,0,9,9,0,0,9,0,48
1,2,1,0,0,0,1,2,0,0,0,0,19,100,37,0,0,8
1,2,1,2,1,1,0,0,2,0,0,0,0,0,0,10,9,0
1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,13,8,10
1,2,0,1,1,2,0,0,2,0,0,14,0,0,0,21,8,0
1,2,0,1,2,1,2,0,1,0,0,20,0,0,0,0,210,0
1,2,1,2,1,0,0,2,0,0,0,0,0,0,20,18,0,17
1,1,0,0,2,2,0,0,0,0,0,11,11,0,0,8,10,8
1,2,0,0,2,1,1,1,2,0,0,4,10,0,0,0,0,0
1,2,1,2,0,1,2,1,0,0,0,0,0,9,0,0,0,10
1,0,2,1,0,0,0,0,2,0,10,0,0,13,10,15,9,0
1,2,0,1,2,0,0,1,0,0,0,7,0,0,10,20,0,9
2,1,0,0,1,1,0,2,0,0,0,8,29,0,0,18,0,9
1,2,2,1,0,2,2,1,1,0,0,0,0,21,0,0,0,0
2,1,0,1,1,2,0,2,0,0,0,13,0,0,0,11,0,10
1,2,1,2,0,0,1,0,0,0,0,0,0,40,28,0,30,10
1,2,2,1,1,0,0,0,0,0,0,0,0,0,28,7,9,7
1,2,0,2,1,1,0,0,0,0,0,9,0,0,0,9,10,10
1,2,2,2,1,0,0,1,0,0,0,0,0,0,11,15,0,15
1,0,2,1,1,0,0,2,2,0,5,0,0,0,16,22,0,0
1,2,1,1,0,0,2,0,2,0,0,0,0,9,9,0,10,0
0,1,0,0,0,0,2,0,0,16,0,11,12,21,4,0,20,12
0,1,0,2,2,1,0,1,0,19,0,10,0,0,0,20,0,40
1,1,0,0,1,2,0,2,2,0,0,19,8,0,0,8,0,0
1,0,2,0,1,1,2,0,0,0,6,0,8,0,0,0,6,16
1,0,2,0,0,1,1,0,2,0,9,0,10,9,0,0,7,0
1,0,2,0,2,0,1,1,0,0,6,0,9,0,8,0,0,10
1,2,0,1,2,1,0,1,2,0,0,8,0,0,0,10,0,0
1,2,1,2,1,0,2,1,2,0,0,0,0,0,10,0,0,0
1,2,1,1,2,0,0,0,0,0,0,0,0,0,29,60,160,19
1,2,1,2,0,1,1,2,2,0,0,0,0,23,0,0,0,0
2,1,0,1,0,2,0,1,2,0,0,10,0,10,0,8,0,0
0,1,0,1,2,0,0,0,0,119,0,562,0,0,47,400,87,8
1,2,1,0,1,0,2,0,2,0,0,0,9,0,8,0,10,0
1,2,0,0,0,0,0,1,2,0,0,12,13,10,11,11,0,0
1,2,0,1,1,0,2,1,2,0,0,4,0,0,10,0,0,0
1,1,0,1,1,2,0,2,2,0,0,40,0,0,0,30,0,0
1,2,1,0,1,0,2,1,2,0,0,0,10,0,10,0,0,0
1,2,0,0,0,2,0,0,1,0,0,8,10,10,0,11,10,0
2,1,2,0,1,0,0,0,0,0,0,0,16,0,16,13,16,14
2,1,0,1,0,2,0,1,0,0,0,19,0,10,0,8,0,20
1,2,1,2,0,0,2,1,1,0,0,0,0,6,9,0,0,0
1,0,2,0,1,2,0,0,0,0,14,0,8,0,0,10,14,22
1,2,0,0,1,0,2,1,0,0,0,10,9,0,9,0,0,10
1,0,0,0,1,2,0,2,0,0,15,12,9,0,0,15,0,18
1,2,0,2,0,1,0,1,0,0,0,10,0,10,0,10,0,10
1,1,2,0,0,2,1,0,0,0,0,0,10,39,0,0,9,50
2,1,0,2,1,1,0,0,0,0,0,18,0,0,0,20,30,8
1,2,2,0,2,1,0,1,0,0,0,0,11,0,0,13,0,10
1,1,2,0,0,2,2,1,0,0,0,0,9,10,0,0,0,10
1,2,2,1,0,2,0,1,0,0,0,0,0,11,0,11,0,10
1,0,2,0,1,0,0,2,0,0,11,0,29,0,23,25,0,14
1,2,2,0,1,0,2,1,0,0,0,0,15,0,12,0,0,17
1,2,1,2,0,1,1,2,0,0,0,0,0,190,0,0,0,5
1,2,1,0,2,0,0,0,0,0,0,0,10,0,10,10,11,10
1,0,2,1,0,1,0,2,0,0,8,0,0,10,0,10,0,10
1,2,2,1,2,0,0,1,0,0,0,0,0,0,10,11,0,11
0,1,0,2,2,1,0,0,0,14,0,10,0,0,0,12,10,10
1,1,2,0,0,0,0,0,0,0,0,0,77,486,10,57,29,37
1,2,2,2,0,1,2,1,1,0,0,0,0,18,0,0,0,0
1,0,2,0,0,0,0,1,2,0,8,0,10,9,10,9,0,0
1,2,1,2,2,1,0,1,0,0,0,0,0,0,0,6,0,10
1,2,0,0,0,2,1,1,2,0,0,12,13,11,0,0,0,0
1,2,0,1,0,1,0,0,2,0,0,8,0,10,0,19,28,0
1,1,0,0,2,0,0,0,0,0,0,401,142,0,28,434,29,35
1,2,2,1,2,1,0,1,2,0,0,0,0,0,0,18,0,0
1,0,0,0,0,2,0,0,0,0,16,31,7,34,0,14,15,18
2,1,0,1,0,0,0,0,0,0,0,10,0,60,10,19,48,10
1,2,1,2,0,0,0,0,0,0,0,0,0,13,13,11,12,13
1,0,2,1,2,0,0,0,0,0,8,0,0,0,9,12,9,12
1,0,2,0,2,0,1,0,0,0,11,0,18,0,13,0,13,9
2,1,0,2,0,1,0,0,0,0,0,10,0,10,0,10,8,9
1,1,0,1,0,2,0,2,0,0,0,10,0,9,0,10,0,10
1,2,0,0,1,0,0,0,0,0,0,28,8,0,9,7,6,46
1,2,2,1,0,2,0,0,1,0,0,0,0,12,0,10,14,0
1,0,1,0,2,0,0,2,0,0,12,0,10,0,9,9,0,11
1,0,0,0,2,1,0,0,0,0,599,312,14,0,0,55,143,18
1,2,0,0,1,1,2,2,0,0,0,9,21,0,0,0,0,15
1,0,2,1,2,1,0,1,2,0,10,0,0,0,0,140,0,0
1,1,2,0,0,0,2,0,1,0,0,0,18,120,8,0,9,0
2,1,2,1,1,0,0,2,0,0,0,0,0,0,19,13,0,15
2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,80,0,120
1,2,1,2,2,0,1,0,1,0,0,0,0,0,30,0,40,0
1,0,2,0,0,0,0,1,0,0,7,0,28,10,166,216,0,59
1,0,2,0,1,1,0,0,2,0,8,0,8,0,0,19,18,0
1,1,2,1,0,2,0,2,0,0,0,0,0,10,0,11,0,11
1,2,0,0,2,1,1,0,0,0,0,14,30,0,0,0,150,38
2,1,0,1,1,2,0,0,0,0,0,8,0,0,0,8,7,8
1,2,0,0,1,1,0,2,2,0,0,9,21,0,0,18,0,0
1,2,0,0,1,2,1,1,2,0,0,60,9,0,0,0,0,0
1,2,0,1,1,2,2,0,0,0,0,14,0,0,0,0,12,15
1,1,2,0,1,1,2,0,2,0,0,0,5,0,0,0,60,0
1,2,2,0,1,0,1,0,2,0,0,0,18,0,12,0,9,0
1,2,0,0,1,2,0,0,0,0,0,22,11,0,0,16,11,29
1,2,1,0,2,0,1,1,2,0,0,0,10,0,3,0,0,0
0,1,0,2,1,1,0,2,0,29,0,10,0,0,0,19,0,9
1,2,0,1,2,0,0,1,2,0,0,10,0,0,10,17,0,0
1,2,2,0,1,0,0,0,0,0,0,0,14,0,25,14,12,25
